text,Sentiment,Project_Status
['_ Uhuru Kenya _ an _ _ called the Kenya Affordable _ _. _ this projec … _: / / t. _ / xnA3SSRSqo'],1,0
['None of the labor set up beaver state mention during the Madaraka period represent owned by or meant to serve Kisumu county … https: / / deoxythymidine monophosphate. co / JhYrJKa3Jz'],0,0
"['Govt allocates Sh310bn to fill out infrastructural project: NAIROBI, Kenya June decade - The government has set aside … hypertext transfer protocol: / / liothyronine. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s surrogate was busy going around the country set in motion undertaking in an effort that be largely seen as … https: / / t. co / s7HjfPpzbv'],0,0
['Uhuru _ ’ _ _ was _ going around the country launching _ in _ effort that _ largely seen as _ https: / / _. _ / s7HjfPpzbv'],0,0
['None of the projection launched operating room remark during the Madaraka menstruation are own by or meant to assist Kisumu county … https: / / thyroxin. cobalt / JhYrJKa3Jz'],0,0
"['Govt allocates _ to complete infrastructural _: NAIROBI, Kenya _ _ - The _ has set _ _ https: / / t. _ / _']",1,0
['Chairwoman Uhuru Kenya started an challenging labor call the Republic of kenya Affordable Housing Projection. Done this projec … https: / / tonne. co / xnA3SSRSqo'],1,0
['President Uhuru Kenya _ an _ _ called the _ _ _ Project. Through _ _ … _: / / t. co / xnA3SSRSqo'],1,0
['None of the projects launched or bring up during the Madaraka period are owned by or think to serve Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … https: / / thymine. co / LcKCZflqiz'],1,0
"['Govt allocates Sh310bn to complete infrastructural undertaking: NAIROBI, Republic of kenya June ten - The government take set aside … https: / / liothyronine. carbon monoxide / 2bybgVKlqN']",1,0
['Chief executive Uhuru Republic of kenya started an challenging projection call in the Kenya Affordable Housing Project. Through this projec … hypertext transfer protocol: / / liothyronine. carbon monoxide / xnA3SSRSqo'],1,0
['None of the projects launch or mentioned during the Madaraka period constitute owned by or mean to serve Kisumu county … http: / / deoxythymidine monophosphate. carbon monoxide gas / JhYrJKa3Jz'],0,0
"['Govt _ Sh310bn to complete _ projects: _, Kenya _ 10 - The _ has _ _ _ https: / / t. co / _']",1,0
"[""ODM Leader Raila Odinga ' _ _ _ on _ day _ _ fevour but _ alignment _ 2013 on _ _ … https: / / t. co / 3HV17xUeTU""]",1,0
['None _ the _ launched or _ during _ _ _ are _ by or meant _ serve Kisumu county … https: / / t. co / _'],0,0
['None of _ projects launched or mentioned _ the _ period _ owned by or _ _ _ Kisumu county _ https: / / t. _ / JhYrJKa3Jz'],0,0
['None _ the projects launched _ _ _ the Madaraka period are owned by _ meant to serve _ county _ _: / / t. _ / JhYrJKa3Jz'],0,0
['None of the projects launched or mention during the Madaraka time period are owned by oregon mean to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s lieutenant follow meddlesome travel around the country launching projects in an effort that was largely reckon as … https: / / triiodothyronine. co / s7HjfPpzbv'],0,0
"['Govt allocates Sh310bn _ complete infrastructural _: _, Kenya June _ - The government _ _ _ … https: / / _. _ / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June x - The government activity has countersink divagation … https: / / t. carbon monoxide gas / 2bybgVKlqN']",1,0
"['_ allocates Sh310bn to complete _ projects: NAIROBI, _ _ _ - The _ has set _ … https: / / _. _ / 2bybgVKlqN']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from HE t … https: / / thymine. co / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … http: / / t. co / LcKCZflqiz'],1,0
['@ _ @ Riverlineridges @ _ @ _ # _ the _ Got _ nod from HE t _ _: / / t. co / _'],1,0
['President Uhuru Kenya commence an challenging project called the Republic of kenya Affordable Housing Projection. Through this projec … https: / / triiodothyronine. atomic number 27 / xnA3SSRSqo'],1,0
"[""ODM Leader Raila Odinga ' s _ _ on _ day not a _ _ _ alignment _ 2013 on counties contri _ https: / / t. _ / _""]",1,0
"[""ODM Leader _ Odinga ' _ project _ _ madaraka _ not a fevour but _ _ _ 2013 on counties _ … https: / / t. co / _""]",1,0
"[""ODM Leader Raila Odinga ' southward projection launched on madaraka day not a fevour but in alignment of 2013 on county contri … http: / / t. colorado / 3HV17xUeTU""]",1,0
['Uhuru Kenyatta ’ s deputy was busy go around the area found projects in an feat that make up for the most part seen as … https: / / tetraiodothyronine. co / s7HjfPpzbv'],0,0
['President of the united states Uhuru Kenya commence an ambitious labor call the Kenya Affordable Living accommodations Project. Through this projec … https: / / thymine. co / xnA3SSRSqo'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … http: / / thyroxine. carbon monoxide gas / LcKCZflqiz'],1,0
['@ J_Ladiva @ _ @ _ @ StateHouseKenya # _ _ Project Got a nod from _ _ _ _: / / t. _ / LcKCZflqiz'],1,0
"[""ODM Leader Raila Odinga ' sec project launched on madaraka daylight not a fevour but in alignment of 2013 on county contri … hypertext transfer protocol: / / deoxythymidine monophosphate. co / 3HV17xUeTU""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … http: / / t. cobalt / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from atomic number 2 t … https: / / triiodothyronine. co / LcKCZflqiz'],1,0
['President Uhuru _ _ an _ project _ _ Kenya Affordable Housing _. Through _ projec … https: / / _. co / _'],1,0
"['Govt _ Sh310bn _ complete infrastructural projects: NAIROBI, Kenya _ _ - _ government _ _ aside … https: / / t. _ / _']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Undertaking Got a nod from HE t … hypertext transfer protocol: / / t. co / LcKCZflqiz'],1,0
['President Uhuru Kenya _ an ambitious _ called the _ _ _ _. Through this _ … https: / / _. _ / xnA3SSRSqo'],1,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ StateHouseKenya # _ the _ Got _ _ _ HE t _ _: / / t. _ / LcKCZflqiz'],1,0
['Chairwoman Uhuru Kenya started an ambitious projection called the Republic of kenya Affordable Trapping Task. Through with this projec … https: / / t. co / xnA3SSRSqo'],1,0
"['_ allocates _ _ complete _ projects: NAIROBI, _ June 10 - The _ has set _ … _: / / t. co / _']",1,0
['Uhuru Kenyatta ’ s deputy was engaged going around the country set up projects in an drive that was mostly seen as … https: / / liothyronine. co / s7HjfPpzbv'],0,0
['Uhuru Kenyatta _ _ _ was busy going _ the _ launching _ _ _ effort that was largely _ as … _: / / t. co / s7HjfPpzbv'],0,0
['President Uhuru _ started _ _ _ _ the _ Affordable _ Project. Through this projec … https: / / _. co / _'],1,0
['None _ the _ launched _ mentioned during the _ period _ owned by or meant _ _ Kisumu county _ https: / / t. _ / JhYrJKa3Jz'],0,0
['None of the projects launch operating room mentioned during the Madaraka period are owned by surgery think of to service Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
"['Govt allocates _ _ complete infrastructural _: _, _ June 10 - The government has _ _ … _: / / _. co / 2bybgVKlqN']",1,0
"['Govt apportion Sh310bn to complete infrastructural labor: NAIROBI, Republic of kenya June 10 - The government own set digression … hypertext transfer protocol: / / t. atomic number 27 / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ _ _ was _ _ around the country launching projects _ an effort that _ largely _ as _ _: / / t. _ / s7HjfPpzbv'],0,0
"[""ODM Leader Raila Odinga ' randomness undertaking launch on madaraka clarence day not a fevour just in alignment of 2013 on counties contri … https: / / t. co / 3HV17xUeTU""]",1,0
['President Uhuru Kenya start out an ambitious labor call the Kenya Affordable Housing Projection. Through with this projec … hypertext transfer protocol: / / t. cobalt / xnA3SSRSqo'],1,0
['_ of the projects _ _ mentioned _ the Madaraka period are owned by _ _ _ serve Kisumu county … _: / / t. co / _'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from helium t … https: / / tetraiodothyronine. carbon monoxide / LcKCZflqiz'],1,0
['Uhuru Kenyatta ’ _ _ _ busy going around the _ launching projects in _ _ _ was largely seen _ … _: / / t. co / _'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from HE t … https: / / t. centennial state / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … hypertext transfer protocol: / / deoxythymidine monophosphate. cobalt / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … hypertext transfer protocol: / / thymine. carbon monoxide / LcKCZflqiz'],1,0
['United states president Uhuru Kenya start an challenging project shout the Kenya Affordable Caparison Task. Through this projec … https: / / tetraiodothyronine. co / xnA3SSRSqo'],1,0
['United states president Uhuru Republic of kenya jump an ambitious labor call the Kenya Affordable Lodging Project. Through this projec … https: / / t. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy was busy going around the land launching undertaking in an effort that was largely seen as … https: / / tonne. carbon monoxide / s7HjfPpzbv'],0,0
"[""One of President _ _ ' _ _ projects, the _ _, _ shape _ by day https: / / t. _ / ebz4wLy1cH""]",1,0
['President _ _ started _ ambitious project called _ Kenya _ Housing _. Through _ projec _ https: / / _. co / xnA3SSRSqo'],1,0
['None of _ projects _ or mentioned during the _ _ are _ by _ meant to serve Kisumu _ … https: / / _. _ / JhYrJKa3Jz'],0,0
@J_Ladiva @Riverlineridges @PSCharlesHinga @StateHouseKenya #RiverlineRidgesRuiruKE the Project Got a nod from HE t… https://t.co/LcKCZflqiz,1,0
"[""ODM Leader Raila Odinga ' s undertaking launched on madaraka mean solar day non a fevour merely in alignment of 2013 on counties contri … http: / / thymine. co / 3HV17xUeTU""]",1,0
['Uhuru Kenyatta ’ s deputy constitute busybodied break down around the area launching projects in an endeavor that was largely seen as … hypertext transfer protocol: / / t. carbon monoxide / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ _ @ StateHouseKenya # _ the Project _ _ nod _ HE _ _ https: / / t. _ / _'],1,0
['Uhuru Kenyatta ’ s surrogate was busy expire around the country launching projects in an sweat that was largely seen as … https: / / mt. centennial state / s7HjfPpzbv'],0,0
"['_ _ Sh310bn to _ _ projects: _, Kenya _ 10 - The _ has set _ _ https: / / t. co / 2bybgVKlqN']",1,0
"[""One of President _ Kenyatta ' _ _ _, the Nairobi Expressway, _ shape day _ _ _: / / t. _ / ebz4wLy1cH""]",1,0
['None of the projection launched or refer during the Madaraka period embody owned by surgery meant to serve Kisumu county … hypertext transfer protocol: / / deoxythymidine monophosphate. co / JhYrJKa3Jz'],0,0
"[""One of President _ Kenyatta ' s mega projects, the _ Expressway, _ _ day _ _ _: / / t. _ / _""]",1,0
['Uhuru _ _ s deputy was _ going around _ _ launching _ in _ _ that _ largely _ as … https: / / t. co / s7HjfPpzbv'],0,0
"['Govt allocates _ to _ infrastructural _: _, Kenya June 10 - The _ _ set _ … https: / / _. co / _']",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Projection Got a nod from atomic number 2 t … http: / / t. co / LcKCZflqiz'],1,0
['President Uhuru Kenya initiate an ambitious task call the Republic of kenya Affordable Housing Project. Through with this projec … https: / / mt. atomic number 27 / xnA3SSRSqo'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Labor Got a nod from helium t … hypertext transfer protocol: / / triiodothyronine. co / LcKCZflqiz'],1,0
"['Govt _ _ to complete infrastructural projects: NAIROBI, Kenya _ _ - The _ has set _ _ https: / / t. _ / _']",1,0
['Uhuru Kenyatta ’ s deputy was _ _ _ the country _ projects in _ effort that was _ _ _ _ https: / / _. co / s7HjfPpzbv'],0,0
"[""1 of Chief executive Uhuru Kenyatta ' s mega projects, the Capital of kenya State highway, rent physical body day by day https: / / thyroxine. co / ebz4wLy1cH""]",1,0
['None of the projects launched operating theater cite during the Madaraka period embody owned by oregon imply to serve Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
"[""_ of President Uhuru Kenyatta ' s mega projects, _ Nairobi _, taking _ _ _ day _: / / _. _ / ebz4wLy1cH""]",1,0
['President Uhuru _ _ an ambitious _ called the Kenya _ _ Project. _ _ projec _ _: / / t. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s _ was busy going around _ country _ _ in _ effort that was _ seen _ _ https: / / _. co / _'],0,0
['Uhuru Kenyatta ’ s deputy make up busy going around the land launching projects in an try that be mostly view as … http: / / t. conscientious objector / s7HjfPpzbv'],0,0
"[""_ of President Uhuru Kenyatta ' _ mega _, the Nairobi Expressway, _ _ _ _ day _: / / t. _ / ebz4wLy1cH""]",1,0
"['Govt allocates Sh310bn to fill in infrastructural projects: capital of kenya, Kenya June 10 - The governing has put divagation … https: / / tonne. co / 2bybgVKlqN']",1,0
"[""One _ President _ Kenyatta ' _ mega _, _ Nairobi _, _ _ day by day https: / / t. co / _""]",1,0
"['Govt allocates Sh310bn to make out infrastructural task: capital of kenya, Republic of kenya June 10 - The government make place away … https: / / tetraiodothyronine. co / 2bybgVKlqN']",1,0
['_ Uhuru Kenya started _ ambitious project _ the Kenya _ _ _. Through this _ _ _: / / t. co / xnA3SSRSqo'],1,0
"[""ODM Leader Raila _ ' s project launched _ _ day not _ fevour but _ alignment _ _ on _ contri … https: / / _. _ / 3HV17xUeTU""]",1,0
"ODM leader Raila Odinga defends development projects in Kisumu; says they are meant to, and will serve the entire nation.",0,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE _ Project Got a _ from _ _ … https: / / _. _ / _'],1,0
['_ _ the projects launched _ mentioned during _ Madaraka period _ owned by or _ _ serve Kisumu county _ _: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy sheriff was busy going around the country found project in an effort that was largely pick up as … hypertext transfer protocol: / / t. co / s7HjfPpzbv'],0,0
['Chairperson Uhuru Kenya originate an challenging undertaking call the Republic of kenya Affordable Caparison Project. Through this projec … hypertext transfer protocol: / / t. co / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s surrogate represent busy going around the country launch undertaking in an effort that personify for the most part seen as … https: / / t. co / s7HjfPpzbv'],0,0
['None of the undertaking launch or cite during the Madaraka period are owned by or imply to serve Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
"[""_ of _ _ Kenyatta ' _ _ projects, the Nairobi Expressway, _ shape day by day _: / / t. _ / _""]",1,0
"['_ allocates _ _ complete infrastructural projects: NAIROBI, _ June 10 - _ government _ set _ … https: / / _. co / _']",1,0
"[""Unity of President Uhuru Kenyatta ' s mega projection, the Nairobi Expressway, taking shape daytime by twenty four hours https: / / t. colorado / ebz4wLy1cH""]",1,0
"[""One of President Uhuru Kenyatta ' sec mega undertaking, the Capital of kenya Motorway, taking shape daytime by day hypertext transfer protocol: / / thyroxine. co / ebz4wLy1cH""]",1,0
"[""_ of President _ _ ' s _ projects, _ _ _, taking _ day by day _: / / t. co / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ _ @ _ @ _ # RiverlineRidgesRuiruKE _ _ Got a nod from _ t _ _: / / t. co / _'],1,0
['None of the projects set up operating room name during the Madaraka period are owned by or stand for to serve Kisumu county … https: / / t. centennial state / JhYrJKa3Jz'],0,0
"[""_ _ President Uhuru Kenyatta ' _ mega projects, the Nairobi _, taking shape _ _ day https: / / _. _ / _""]",1,0
"['_ allocates _ _ complete _ projects: _, Kenya June _ - _ government _ set _ … https: / / t. co / 2bybgVKlqN']",1,0
"[""ODM Leader Raila Odinga ' s project plunge on madaraka mean solar day not a fevour but in alignment of 2013 on county contri … http: / / t. conscientious objector / 3HV17xUeTU""]",1,0
['@ _ @ Riverlineridges @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE the Project Got a _ from _ _ _ _: / / _. co / _'],1,0
['None of the labor launched surgery mentioned during the Madaraka period are owned by surgery stand for to dish up Kisumu county … hypertext transfer protocol: / / t. co / JhYrJKa3Jz'],0,0
['None _ the projects _ or _ during _ _ period _ owned by or _ to serve Kisumu _ … https: / / t. co / _'],0,0
"['_ allocates Sh310bn _ _ infrastructural projects: NAIROBI, _ _ _ - The government has set _ … https: / / t. _ / _']",1,0
"[""ODM Leader Raila Odinga ' randomness project launched on madaraka twenty four hour period not a fevour but in alignment of 2013 on county contri … hypertext transfer protocol: / / t. conscientious objector / 3HV17xUeTU""]",1,0
['_ Uhuru Kenya started an _ _ called the _ _ _ Project. Through this _ … _: / / t. co / _'],1,0
['None of the labor found operating room mentioned during the Madaraka period are owned by operating room think to serve Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
"[""Unrivaled of President Uhuru Kenyatta ' s mega task, the Capital of kenya Expressway, taking shape day by daylight https: / / t. co / ebz4wLy1cH""]",1,0
['_ Kenyatta ’ s deputy was busy going _ _ _ _ projects in an _ _ was _ _ as _ https: / / t. co / s7HjfPpzbv'],0,0
"['Govt apportion Sh310bn to complete infrastructural projects: NAIROBI, Kenya June 10 - The governance has set away … hypertext transfer protocol: / / liothyronine. cobalt / 2bybgVKlqN']",1,0
"['Govt allocates Sh310bn to nail infrastructural projects: capital of kenya, Kenya June 10 - The government has set aside … http: / / tonne. carbon monoxide / 2bybgVKlqN']",1,0
"[""One of President Uhuru Kenyatta ' s mega labor, the Capital of kenya State highway, take shape day by day https: / / tonne. carbon monoxide / ebz4wLy1cH""]",1,0
"[""ODM Leader _ _ ' _ project launched on madaraka _ _ a fevour but _ alignment _ 2013 _ counties contri … _: / / _. co / 3HV17xUeTU""]",1,0
"[""One of Chairperson Uhuru Kenyatta ' s mega projects, the Capital of kenya Expressway, taking physical body twenty four hour period by mean solar day http: / / t. co / ebz4wLy1cH""]",1,0
['_ Uhuru Kenya _ _ ambitious project called the _ Affordable Housing Project. Through _ _ _ https: / / _. _ / xnA3SSRSqo'],1,0
['Uhuru Kenyatta ’ s deputy was busy going around _ _ launching _ _ an effort _ was _ seen _ … _: / / _. co / _'],0,0
['None of the task set in motion operating theatre mentioned during the Madaraka period are own by or meant to answer Kisumu county … https: / / t. cobalt / JhYrJKa3Jz'],0,0
"[""ODM Leader Raila Odinga ' s project launch on madaraka day not a fevour just in alignment of 2013 on counties contri … https: / / t. atomic number 27 / 3HV17xUeTU""]",1,0
['President _ Kenya started _ ambitious project _ _ _ Affordable Housing _. _ this _ … https: / / _. co / xnA3SSRSqo'],1,0
['None of the projects launched operating theater mentioned during the Madaraka full stop are owned by operating theatre meant to serve Kisumu county … https: / / tonne. carbon monoxide / JhYrJKa3Jz'],0,0
"[""ODM Leader Raila Odinga ' s _ launched on madaraka day not a _ _ _ _ _ _ _ counties contri … https: / / _. co / _""]",1,0
"['Govt allocates _ _ complete infrastructural projects: NAIROBI, _ _ 10 - _ _ has set aside _ https: / / _. co / _']",1,0
['@ J_Ladiva @ _ @ _ @ StateHouseKenya # RiverlineRidgesRuiruKE the Project _ _ _ _ HE t _ https: / / t. _ / _'],1,0
"['_ allocates _ _ complete _ projects: _, Kenya June 10 - _ _ _ set aside … https: / / t. co / _']",1,0
['Uhuru Kenyatta ’ s deputy was meddlesome going around the country launching projects in an attempt that comprise largely construe as … http: / / t. colorado / s7HjfPpzbv'],0,0
"['_ _ _ to complete infrastructural projects: _, Kenya _ _ - The government has _ aside … _: / / t. _ / 2bybgVKlqN']",1,0
['Uhuru _ _ s _ _ busy _ around the _ launching projects _ an effort _ was largely seen _ … https: / / t. _ / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ _ @ StateHouseKenya # _ _ Project Got a _ _ HE t _ https: / / _. _ / _'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from atomic number 2 t … hypertext transfer protocol: / / t. atomic number 27 / LcKCZflqiz'],1,0
"[""One of President _ Kenyatta ' _ _ _, the Nairobi _, _ shape day _ day _: / / t. _ / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Task Got a nod from helium t … https: / / triiodothyronine. co / LcKCZflqiz'],1,0
"['Govt allocates Sh310bn to discharge infrastructural task: NAIROBI, Republic of kenya June 10 - The government has set aside … https: / / thyroxin. centennial state / 2bybgVKlqN']",1,0
['President Uhuru Kenya _ _ _ _ called the Kenya Affordable Housing Project. _ this projec _ _: / / _. _ / xnA3SSRSqo'],1,0
"[""One of President Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, taking configuration mean solar day by twenty four hours hypertext transfer protocol: / / deoxythymidine monophosphate. cobalt / ebz4wLy1cH""]",1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from helium t … hypertext transfer protocol: / / mt. carbon monoxide / LcKCZflqiz'],1,0
"[""ODM Drawing card Raila Odinga ' s project launched on madaraka clarence shepard day jr. not a fevour merely in alignment of 2013 on counties contri … https: / / triiodothyronine. carbon monoxide gas / 3HV17xUeTU""]",1,0
['None of _ projects launched _ mentioned _ _ Madaraka _ _ owned _ or _ to serve _ county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy was busybodied going around the country launching projects in an effort that was mostly seen as … hypertext transfer protocol: / / liothyronine. centennial state / s7HjfPpzbv'],0,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ StateHouseKenya # RiverlineRidgesRuiruKE the Project Got a nod from HE t … https: / / mt. colorado / LcKCZflqiz'],1,0
"['Govt _ Sh310bn _ complete infrastructural projects: NAIROBI, Kenya _ _ - _ government _ set _ … _: / / _. co / 2bybgVKlqN']",1,0
"[""ODM _ Raila _ ' s project launched on madaraka day not _ _ _ in _ _ 2013 on counties _ … https: / / _. _ / 3HV17xUeTU""]",1,0
['_ Uhuru _ _ an ambitious _ _ _ Kenya Affordable Housing _. Through _ projec … _: / / t. co / xnA3SSRSqo'],1,0
['_ of the _ launched or mentioned _ the Madaraka period are owned by _ _ _ serve _ _ _ https: / / t. co / JhYrJKa3Jz'],0,0
"[""One of President Uhuru Kenyatta ' due south mega projects, the Capital of kenya Pike, claim shape 24 hour interval by day hypertext transfer protocol: / / thyroxine. co / ebz4wLy1cH""]",1,0
"['Govt allocate Sh310bn to complete infrastructural projects: capital of kenya, Republic of kenya June 10 - The political science accept go under aside … https: / / t. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s surrogate was busy going around the country launch labor in an crusade that was for the most part seen as … hypertext transfer protocol: / / deoxythymidine monophosphate. co / s7HjfPpzbv'],0,0
"['Govt _ Sh310bn _ _ _ _: _, Kenya June _ - _ government has set aside … https: / / t. co / _']",1,0
['Uhuru Kenyatta ’ s deputy _ _ going around the _ _ _ _ an effort _ _ _ seen as _ https: / / t. co / s7HjfPpzbv'],0,0
['President Uhuru Kenya started an _ project called _ Kenya _ _ _. Through this _ _ https: / / _. _ / xnA3SSRSqo'],1,0
"['Govt allocates Sh310bn to dispatch infrastructural undertaking: NAIROBI, Republic of kenya June tenner - The government has set aside … hypertext transfer protocol: / / deoxythymidine monophosphate. co / 2bybgVKlqN']",1,0
"[""One of President Uhuru _ ' _ _ projects, the Nairobi _, _ shape day by _ _: / / _. _ / ebz4wLy1cH""]",1,0
['President Uhuru Republic of kenya started an ambitious labor call the Republic of kenya Affordable Housing Undertaking. Through this projec … https: / / tetraiodothyronine. co / xnA3SSRSqo'],1,0
"[""ODM Loss leader Raila Odinga ' second project launched on madaraka mean solar day not a fevour simply in alignment of 2013 on county contri … https: / / t. carbon monoxide gas / 3HV17xUeTU""]",1,0
['Uhuru Kenyatta ’ s deputy was interfering going around the country launching projects in an exertion that was mostly determine as … hypertext transfer protocol: / / t. conscientious objector / s7HjfPpzbv'],0,0
['_ of _ projects launched or mentioned _ the Madaraka _ _ _ by _ meant to serve Kisumu county _ https: / / t. co / _'],0,0
['None of _ projects launched _ mentioned _ the Madaraka _ are _ by _ meant _ serve Kisumu _ … https: / / _. co / JhYrJKa3Jz'],0,0
"['Govt allocates Sh310bn to complete infrastructural projects: NAIROBI, Republic of kenya June ten - The government birth set aside … hypertext transfer protocol: / / mt. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta ’ s deputy equal busy going around the land launch undertaking in an effort that cost largely seen as … http: / / t. colorado / s7HjfPpzbv'],0,0
['@ J_Ladiva @ _ @ PSCharlesHinga @ _ # _ the _ Got _ _ _ _ t … https: / / t. _ / LcKCZflqiz'],1,0
['None of the projects launched or mentioned during the Madaraka period be possess by operating room mean to dish Kisumu county … https: / / t. co / JhYrJKa3Jz'],0,0
['Uhuru Kenyatta ’ s deputy was busy going around the land launching projects in an try that make up for the most part figure as … hypertext transfer protocol: / / thymine. carbon monoxide / s7HjfPpzbv'],0,0
['@ _ @ _ @ _ @ StateHouseKenya # _ the _ _ a nod _ _ t … https: / / t. co / _'],1,0
"['Govt allocates _ _ complete _ _: NAIROBI, _ _ 10 - The government _ set aside _ https: / / _. co / 2bybgVKlqN']",1,0
['Uhuru Kenyatta _ s deputy was _ _ _ the _ launching projects in an effort that was _ _ as _ _: / / _. co / s7HjfPpzbv'],0,0
['@ _ @ _ @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE _ Project Got a _ from HE _ _ https: / / _. _ / LcKCZflqiz'],1,0
['@ J_Ladiva @ Riverlineridges @ PSCharlesHinga @ _ # RiverlineRidgesRuiruKE _ _ _ a nod from _ t _ _: / / _. _ / LcKCZflqiz'],1,0
"['Govt allocates _ to complete infrastructural projects: _, _ _ 10 - The government _ set _ _ https: / / _. _ / 2bybgVKlqN']",1,0
['_ _ Kenya _ _ ambitious project called the Kenya Affordable _ _. Through _ projec _ https: / / _. co / xnA3SSRSqo'],1,0
"[""ODM _ _ _ ' _ _ launched on madaraka day not _ fevour _ in _ of 2013 on _ _ … https: / / t. co / 3HV17xUeTU""]",1,0
['None of the projection establish or advert during the Madaraka period are have by or meant to serve Kisumu county … http: / / t. co / JhYrJKa3Jz'],0,0
"['Govt allocates Sh310bn to complete infrastructural undertaking: capital of kenya, Republic of kenya June 10 - The governance consume lay out away … https: / / t. co / 2bybgVKlqN']",1,0
"[""One of Chair Uhuru Kenyatta ' s mega projects, the Nairobi Expressway, ingest supreme headquarters allied powers europe mean solar day by daytime https: / / metric ton. co / ebz4wLy1cH""]",1,0
['None _ the _ launched or _ during the Madaraka period are _ by or meant to _ Kisumu _ _ https: / / t. _ / _'],0,0
"['Govt allocates Sh310bn to finish infrastructural project: NAIROBI, Kenya June 10 - The political science has set aside … http: / / deoxythymidine monophosphate. carbon monoxide gas / 2bybgVKlqN']",1,0
['_ of the _ _ or mentioned during _ Madaraka period are owned by or meant _ _ _ _ … https: / / t. co / _'],0,0
['@ _ @ _ @ _ @ _ # RiverlineRidgesRuiruKE the Project Got _ nod _ _ t … _: / / _. co / LcKCZflqiz'],1,0
